latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.667835,-73.93768,19.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),snowfall_sum (cm),rain_sum (mm),relative_humidity_2m_mean (%)
2016-06-21,63,25.8,26.8,54315.51,47556.18,0.00,3.80,58
2016-06-22,2,24.4,24.6,54311.37,50400.00,0.00,0.00,57
2016-06-23,61,23.0,24.3,54303.37,29260.61,0.00,3.10,62
2016-06-24,3,22.4,23.5,54291.42,50400.00,0.00,0.00,70
2016-06-25,3,22.2,22.6,54275.58,50400.00,0.00,0.00,64
2016-06-26,3,23.0,23.4,54255.90,50400.00,0.00,0.00,59
2016-06-27,61,22.6,23.4,54232.45,43200.00,0.00,4.40,69
2016-06-28,63,21.7,24.1,54205.28,306.04,0.00,11.80,91
2016-06-29,53,23.7,25.7,54174.47,48391.23,0.00,1.60,73
2016-06-30,3,23.4,24.4,54140.07,41998.07,0.00,0.00,62
2016-07-01,55,23.2,25.4,54102.18,39703.52,0.00,4.50,81
2016-07-02,3,22.2,21.4,54060.83,50400.00,0.00,0.00,59
2016-07-03,3,22.2,21.8,54016.11,37651.26,0.00,0.00,55
2016-07-04,61,22.8,23.7,53968.09,37199.05,0.00,1.70,67
2016-07-05,61,24.6,27.4,53916.83,35971.48,0.00,7.50,78
2016-07-06,3,27.2,30.1,53862.42,50252.23,0.00,0.00,65
2016-07-07,53,27.7,31.6,53804.92,46520.73,0.00,1.80,72
2016-07-08,63,25.1,28.2,53744.41,41886.04,0.00,15.20,80
2016-07-09,63,20.9,22.5,53680.96,28.49,0.00,10.20,87
2016-07-10,55,23.0,24.5,53614.65,49628.51,0.00,1.90,74
2016-07-11,3,21.8,22.4,53545.55,46123.27,0.00,0.00,68
2016-07-12,3,22.3,24.1,53473.72,49895.36,0.00,0.00,79
2016-07-13,51,24.0,26.3,53399.04,39206.85,0.00,0.20,77
2016-07-14,61,26.0,30.2,53320.83,31660.99,0.00,6.60,83
2016-07-15,3,28.0,30.8,53239.20,49679.94,0.00,0.00,65
2016-07-16,63,26.4,29.2,53154.28,44664.76,0.00,6.20,68
2016-07-17,3,27.1,30.4,53066.20,49520.86,0.00,0.00,67
2016-07-18,61,27.6,30.0,52975.11,43198.27,0.00,1.60,64
2016-07-19,3,25.3,25.4,52881.14,49350.41,0.00,0.00,54
2016-07-20,3,23.5,24.1,52784.43,49261.23,0.00,0.00,55
2016-07-21,3,25.6,26.9,52685.11,49169.54,0.00,0.00,61
2016-07-22,3,28.5,30.0,52583.32,49064.29,0.00,0.00,60
2016-07-23,1,30.2,30.6,52479.17,48979.17,0.00,0.00,44
2016-07-24,3,27.4,29.0,52372.81,48880.70,0.00,0.00,54
2016-07-25,63,27.0,30.7,52264.35,34797.91,0.00,15.80,75
2016-07-26,3,27.7,30.1,52153.92,48677.76,0.00,0.00,66
2016-07-27,3,26.6,29.0,52041.65,48573.48,0.00,0.00,61
2016-07-28,51,27.4,31.3,51927.66,42116.20,0.00,0.30,72
2016-07-29,63,25.0,28.0,51812.06,37384.26,0.00,24.80,77
2016-07-30,63,24.5,28.7,51694.97,30507.62,0.00,17.20,88
2016-07-31,61,23.4,26.8,51576.51,9576.61,0.00,13.20,92
2016-08-01,51,22.8,25.7,51456.78,14759.77,0.00,0.60,87
2016-08-02,51,21.9,23.6,51335.58,31375.18,0.00,0.90,79
2016-08-03,2,21.2,22.8,51211.98,47799.21,0.00,0.00,76
2016-08-04,3,22.1,24.0,51086.05,47681.11,0.00,0.00,73
2016-08-05,3,22.8,24.4,50957.93,46088.53,0.00,0.00,75
2016-08-06,53,25.3,28.5,50827.76,26370.22,0.00,1.90,78
2016-08-07,3,25.2,26.2,50695.68,47314.28,0.00,0.00,58
2016-08-08,3,24.4,25.9,50561.83,47188.23,0.00,0.00,62
2016-08-09,3,24.9,27.0,50426.35,47060.49,0.00,0.00,69
2016-08-10,63,25.8,30.0,50289.36,32012.98,0.00,14.70,86
2016-08-11,63,27.3,32.2,50150.99,36202.11,0.00,7.20,84
2016-08-12,61,28.7,33.2,50011.37,43315.82,0.00,2.60,77
2016-08-13,55,29.2,35.0,49870.63,41991.21,0.00,2.70,81
2016-08-14,3,29.7,34.3,49728.87,44605.70,0.00,0.00,72
2016-08-15,51,28.3,32.4,49586.23,44250.93,0.00,0.20,70
2016-08-16,63,26.8,31.4,49442.81,32676.22,0.00,11.50,83
2016-08-17,51,27.3,29.5,49298.74,42570.17,0.00,0.10,66
2016-08-18,53,26.0,29.1,49154.11,36299.87,0.00,1.00,68
2016-08-19,51,26.0,29.1,49009.05,43917.46,0.00,0.30,72
2016-08-20,53,25.4,28.9,48863.64,43555.73,0.00,2.00,77
2016-08-21,61,25.2,28.1,48718.02,33857.20,0.00,7.00,79
2016-08-22,53,22.6,22.1,48571.92,44144.09,0.00,0.90,62
2016-08-23,0,21.5,22.0,48424.37,43966.98,0.00,0.00,60
2016-08-24,2,24.0,25.3,48275.39,43790.85,0.00,0.00,65
2016-08-25,3,24.5,26.1,48125.11,34492.65,0.00,0.00,70
2016-08-26,3,27.4,30.0,47973.64,43238.00,0.00,0.00,68
2016-08-27,3,25.5,26.6,47821.10,43443.74,0.00,0.00,57
2016-08-28,3,24.9,26.9,47667.59,43365.96,0.00,0.00,66
2016-08-29,3,26.9,27.9,47513.25,43200.00,0.00,0.00,57
2016-08-30,3,24.2,25.3,47358.16,43295.15,0.00,0.00,62
2016-08-31,3,25.6,28.2,47202.44,42461.39,0.00,0.00,72
2016-09-01,55,23.7,26.6,47046.19,16543.41,0.00,5.70,78
2016-09-02,3,22.3,21.9,46889.52,39934.43,0.00,0.00,59
2016-09-03,3,20.7,20.8,46732.52,14215.16,0.00,0.00,72
2016-09-04,2,21.0,20.6,46575.30,42933.25,0.00,0.00,64
2016-09-05,3,21.7,20.3,46417.95,17636.05,0.00,0.00,55
2016-09-06,51,23.1,22.0,46260.58,23403.17,0.00,0.80,63
2016-09-07,51,23.8,25.3,46103.27,32540.80,0.00,0.30,76
2016-09-08,3,24.7,27.9,45946.14,36068.05,0.00,0.00,79
2016-09-09,53,27.6,31.5,45789.26,35208.56,0.00,1.20,72
2016-09-10,63,26.6,30.7,45632.73,38086.40,0.00,5.30,81
2016-09-11,53,25.0,25.7,45476.31,42252.36,0.00,1.30,64
2016-09-12,2,20.0,19.5,45318.97,42128.46,0.00,0.00,58
2016-09-13,3,21.0,21.6,45160.75,36276.89,0.00,0.00,72
2016-09-14,3,24.9,25.5,45001.75,41144.93,0.00,0.00,60
2016-09-15,2,19.9,18.3,44842.06,41655.17,0.00,0.00,52
2016-09-16,3,18.6,18.1,44681.79,41495.67,0.00,0.00,65
2016-09-17,3,19.9,20.4,44521.02,31765.53,0.00,0.00,72
2016-09-18,51,23.7,25.9,44359.88,32601.72,0.00,0.70,79
2016-09-19,61,21.8,25.5,44198.44,0.00,0.00,16.10,95
2016-09-20,3,22.8,25.8,44036.81,24771.34,0.00,0.00,86
2016-09-21,3,23.0,24.4,43875.09,32907.35,0.00,0.00,70
2016-09-22,3,21.4,22.1,43713.36,40527.33,0.00,0.00,69
2016-09-23,3,22.3,23.9,43551.73,39218.60,0.00,0.00,72
2016-09-24,53,17.8,16.7,43390.30,29541.63,0.00,3.60,70
2016-09-25,0,15.8,13.8,43229.16,39836.48,0.00,0.00,54
2016-09-26,3,16.9,15.2,43068.40,38427.19,0.00,0.00,62
2016-09-27,61,19.1,19.9,42908.12,21551.92,0.00,6.20,81
2016-09-28,51,17.3,16.6,42748.43,24262.23,0.00,1.20,83
2016-09-29,53,16.3,14.2,42589.41,1684.06,0.00,3.40,79
2016-09-30,61,15.0,12.9,42431.17,0.00,0.00,13.60,88
2016-10-01,51,15.6,14.4,42273.43,0.00,0.00,0.20,88
2016-10-02,51,16.1,16.6,42115.14,52.44,0.00,0.50,87
2016-10-03,3,18.2,19.2,41956.30,37132.44,0.00,0.00,80
2016-10-04,3,17.0,16.6,41797.01,24233.88,0.00,0.00,81
2016-10-05,0,15.1,14.0,41637.39,38190.40,0.00,0.00,74
2016-10-06,3,15.7,15.8,41477.55,36269.97,0.00,0.00,81
2016-10-07,3,15.9,16.0,41317.59,31629.51,0.00,0.00,84
2016-10-08,55,16.9,18.2,41157.63,0.00,0.00,3.30,93
2016-10-09,61,13.8,11.5,40997.78,214.93,0.00,13.20,85
2016-10-10,0,11.9,8.1,40838.14,37603.82,0.00,0.00,55
2016-10-11,3,11.3,9.3,40678.83,37439.21,0.00,0.00,70
2016-10-12,3,14.5,13.7,40519.97,36386.89,0.00,0.00,76
2016-10-13,51,15.1,14.3,40361.66,27081.59,0.00,0.40,83
2016-10-14,2,12.1,9.4,40204.03,36947.20,0.00,0.00,61
2016-10-15,0,12.0,10.1,40047.20,36784.21,0.00,0.00,74
2016-10-16,3,14.9,13.8,39891.27,36406.08,0.00,0.00,80
2016-10-17,53,19.4,20.0,39736.40,35223.95,0.00,0.70,80
2016-10-18,1,20.6,21.4,39582.68,35859.00,0.00,0.00,80
2016-10-19,1,22.1,22.4,39430.26,35352.34,0.00,0.00,68
2016-10-20,51,17.9,17.7,39279.25,16691.26,0.00,0.20,82
2016-10-21,53,19.5,21.8,39129.39,13691.23,0.00,5.40,95
2016-10-22,63,10.7,7.2,38979.48,3696.11,0.00,28.00,84
2016-10-23,3,11.2,6.6,38829.53,35047.45,0.00,0.00,55
2016-10-24,53,11.9,8.7,38679.69,34785.77,0.00,2.30,67
2016-10-25,3,8.5,4.0,38530.08,34688.28,0.00,0.00,55
2016-10-26,3,6.3,2.4,38380.84,33981.83,0.00,0.00,59
2016-10-27,61,8.5,5.5,38232.10,0.00,0.00,14.50,77
2016-10-28,53,8.7,4.4,38084.00,34116.36,0.00,0.60,69
2016-10-29,3,9.8,6.8,37936.70,29641.54,0.00,0.00,70
2016-10-30,63,17.0,16.9,37790.32,31007.83,0.00,8.70,81
2016-10-31,3,9.2,5.8,37645.02,33795.15,0.00,0.00,65
2016-11-01,3,9.4,7.0,37500.95,32790.73,0.00,0.00,75
2016-11-02,3,13.9,12.9,37358.25,32783.34,0.00,0.00,82
2016-11-03,51,15.7,14.9,37217.09,25030.81,0.00,0.40,84
2016-11-04,3,11.1,8.2,37077.63,33447.22,0.00,0.00,65
2016-11-05,2,9.6,6.8,36940.03,32860.68,0.00,0.00,69
2016-11-06,3,9.8,6.0,36804.45,32948.18,0.00,0.00,64
2016-11-07,2,7.1,3.5,36671.07,32933.92,0.00,0.00,62
2016-11-08,3,9.6,7.1,36540.05,32673.37,0.00,0.00,69
2016-11-09,53,10.6,8.8,36411.57,6581.74,0.00,3.30,80
2016-11-10,3,8.6,4.7,36285.38,32131.68,0.00,0.00,61
2016-11-11,1,9.8,4.9,36160.26,32121.62,0.00,0.00,53
2016-11-12,1,5.0,0.7,36036.25,32101.15,0.00,0.00,53
2016-11-13,3,7.5,3.4,35913.47,32013.55,0.00,0.00,57
2016-11-14,3,8.8,5.4,35792.10,28122.66,0.00,0.00,56
2016-11-15,63,8.4,5.7,35672.27,2274.71,0.00,23.10,86
2016-11-16,3,10.2,7.3,35554.12,31571.49,0.00,0.00,70
2016-11-17,0,9.8,6.9,35437.83,31536.75,0.00,0.00,73
2016-11-18,0,9.7,7.4,35323.54,31458.35,0.00,0.00,73
2016-11-19,53,10.0,8.2,35211.41,31349.92,0.00,1.50,86
2016-11-20,73,4.1,-1.9,35101.61,18596.07,0.63,9.30,69
2016-11-21,3,2.4,-4.4,34994.29,13734.66,0.00,0.00,50
2016-11-22,3,2.2,-3.8,34889.64,31126.49,0.00,0.00,55
2016-11-23,3,2.6,-1.7,34787.80,31046.37,0.00,0.00,66
2016-11-24,53,6.5,3.8,34688.96,17674.62,0.00,0.70,77
2016-11-25,51,8.6,7.0,34593.29,17744.81,0.00,1.40,87
2016-11-26,51,7.0,4.1,34500.96,30833.62,0.00,0.20,80
2016-11-27,3,4.7,0.7,34412.15,30748.93,0.00,0.00,70
2016-11-28,3,4.4,1.2,34327.04,30654.96,0.00,0.00,73
2016-11-29,63,11.4,9.6,34245.80,0.00,0.00,19.40,89
2016-11-30,63,11.2,9.9,34168.31,0.00,0.00,18.90,98
2016-12-01,61,10.5,7.2,34093.67,24781.02,0.00,7.40,73
2016-12-02,3,5.7,1.0,34021.88,29799.15,0.00,0.00,61
2016-12-03,3,4.8,-0.4,33953.05,24649.84,0.00,0.00,60
2016-12-04,3,3.5,-0.3,33887.27,29911.20,0.00,0.00,67
2016-12-05,71,4.8,1.7,33824.62,14028.40,0.14,5.90,82
2016-12-06,61,3.7,0.3,33765.21,18987.07,0.00,5.50,81
2016-12-07,55,5.5,2.8,33709.13,0.00,0.00,4.00,89
2016-12-08,3,3.1,-1.0,33656.46,19361.06,0.00,0.00,68
2016-12-09,3,0.7,-5.4,33607.30,29857.93,0.00,0.00,52
2016-12-10,3,-1.2,-5.9,33561.74,24031.29,0.00,0.00,60
2016-12-11,71,-1.4,-5.4,33519.87,20123.74,0.42,0.00,65
2016-12-12,61,4.1,0.8,33481.78,3445.17,0.00,10.70,90
2016-12-13,3,1.5,-2.2,33447.55,23298.35,0.00,0.00,75
2016-12-14,3,1.6,-2.5,33417.28,28870.78,0.00,0.00,68
2016-12-15,71,-3.5,-10.9,33391.05,29468.05,0.07,0.00,38
2016-12-16,3,-5.2,-11.0,33368.94,29300.62,0.00,0.00,44
2016-12-17,75,-0.1,-3.6,33351.03,2991.39,5.04,7.10,83
2016-12-18,61,7.1,3.6,33337.40,0.00,0.00,4.50,88
2016-12-19,3,-3.1,-8.3,33328.14,27109.00,0.00,0.00,47
2016-12-20,3,-3.7,-8.1,33323.27,29325.90,0.00,0.00,50
2016-12-21,3,-0.2,-4.4,33322.68,22489.48,0.00,0.00,60
2016-12-22,3,2.1,-1.8,33326.31,18578.23,0.00,0.00,70
2016-12-23,3,2.3,-1.5,33334.12,29104.51,0.00,0.00,72
2016-12-24,61,3.5,0.3,33346.06,4547.08,0.00,9.10,87
2016-12-25,2,2.6,-1.0,33362.08,28977.45,0.00,0.00,80
2016-12-26,3,3.3,-0.3,33382.11,13531.82,0.00,0.00,79
2016-12-27,53,10.3,7.3,33406.11,14713.86,0.00,0.80,82
2016-12-28,3,1.5,-2.5,33434.01,29031.07,0.00,0.00,68
2016-12-29,61,2.0,-1.6,33465.76,0.00,0.00,10.20,85
2016-12-30,2,1.0,-4.3,33501.30,29097.08,0.00,0.00,67
2016-12-31,3,1.6,-3.6,33540.55,26660.94,0.00,0.00,59
2017-01-01,51,5.1,0.3,33583.47,29102.36,0.00,0.10,56
2017-01-02,53,2.7,-1.5,33629.98,0.00,0.00,5.80,84
2017-01-03,55,5.3,0.9,33680.01,0.00,0.00,5.50,95
2017-01-04,51,6.1,1.3,33733.51,18173.98,0.00,1.10,75
2017-01-05,3,-1.2,-7.5,33790.39,13939.94,0.00,0.00,43
2017-01-06,73,-1.3,-6.0,33850.60,28648.01,1.33,0.00,58
2017-01-07,73,-5.3,-11.5,33914.06,0.00,6.23,0.00,59
2017-01-08,3,-8.3,-14.7,33980.71,28611.49,0.00,0.00,64
2017-01-09,3,-9.6,-14.8,34050.73,26616.22,0.00,0.00,68
2017-01-10,3,-3.4,-7.8,34124.87,9521.28,0.00,0.00,81
2017-01-11,61,6.5,2.3,34203.02,28967.51,0.00,4.70,84
2017-01-12,63,12.3,8.6,34285.00,18739.70,0.00,7.70,85
2017-01-13,51,6.9,2.0,34370.66,30055.99,0.00,0.10,63
2017-01-14,73,-1.1,-5.6,34459.82,11642.40,0.70,0.00,55
2017-01-15,3,-0.1,-4.4,34552.31,30498.16,0.00,0.00,70
2017-01-16,3,-0.5,-4.6,34647.97,30183.28,0.00,0.00,70
2017-01-17,61,3.7,0.1,34746.64,0.00,0.00,3.70,80
2017-01-18,51,4.2,0.6,34848.15,0.00,0.00,1.10,93
2017-01-19,3,5.0,2.0,34952.34,30482.15,0.00,0.00,83
2017-01-20,53,4.1,1.1,35059.05,13477.79,0.00,3.50,85
2017-01-21,51,6.7,4.1,35168.13,19227.51,0.00,0.20,93
2017-01-22,51,7.2,4.7,35279.43,978.48,0.00,0.20,94
2017-01-23,63,3.8,-3.2,35392.78,0.00,0.00,13.90,83
2017-01-24,63,2.8,-4.1,35508.04,0.00,0.00,25.60,91
2017-01-25,53,4.9,-0.3,35625.07,31714.36,0.00,0.70,66
2017-01-26,55,6.6,2.2,35743.71,15067.91,0.00,2.80,71
2017-01-27,51,4.2,-2.3,35863.84,20739.10,0.00,0.30,54
2017-01-28,3,1.6,-4.7,35985.30,20111.16,0.00,0.00,55
2017-01-29,3,2.3,-2.7,36108.38,32516.11,0.00,0.00,57
2017-01-30,3,-0.1,-5.2,36234.27,26301.17,0.00,0.00,55
2017-01-31,75,-2.0,-6.2,36362.89,13413.75,1.82,0.00,70
2017-02-01,3,4.0,-1.6,36494.07,33036.47,0.00,0.00,64
2017-02-02,3,1.9,-3.1,36627.61,28007.34,0.00,0.00,62
2017-02-03,3,-1.8,-7.1,36763.35,25401.27,0.00,0.00,50
2017-02-04,3,-2.6,-9.0,36901.11,33475.24,0.00,0.00,45
2017-02-05,51,1.7,-3.7,37040.71,17161.61,0.00,0.20,54
2017-02-06,3,3.3,-1.2,37182.01,33776.90,0.00,0.00,65
2017-02-07,55,4.1,0.9,37324.83,4176.61,0.00,2.90,90
2017-02-08,53,10.3,7.0,37469.01,31715.58,0.00,0.50,75
2017-02-09,75,-2.3,-9.8,37614.39,3327.37,17.92,0.20,70
2017-02-10,71,-5.6,-11.7,37760.83,34395.62,0.14,0.00,67
2017-02-11,73,1.0,-2.8,37908.17,31731.46,1.05,0.20,76
2017-02-12,73,0.6,-3.8,38056.27,0.00,0.98,7.20,90
2017-02-13,51,0.9,-6.4,38204.97,32877.88,0.00,0.10,67
2017-02-14,3,-0.6,-5.2,38354.15,34908.12,0.00,0.00,70
2017-02-15,53,2.6,-1.5,38503.65,31224.30,0.00,0.80,75
2017-02-16,3,-0.3,-7.4,38653.35,35078.07,0.00,0.00,55
2017-02-17,3,0.1,-5.8,38803.10,35158.05,0.00,0.00,56
2017-02-18,3,6.0,1.6,38953.20,35237.81,0.00,0.00,61
2017-02-19,3,11.4,7.8,39104.91,35412.97,0.00,0.00,59
2017-02-20,1,6.9,1.9,39258.18,35558.66,0.00,0.00,55
2017-02-21,3,2.8,-1.7,39412.88,31897.18,0.00,0.00,64
2017-02-22,51,6.5,3.6,39568.86,23566.87,0.00,0.10,81
2017-02-23,3,8.7,6.7,39725.98,20451.19,0.00,0.00,93
2017-02-24,53,12.7,10.5,39884.13,36016.46,0.00,0.90,91
2017-02-25,63,10.8,7.6,40043.15,16728.13,0.00,7.60,95
2017-02-26,2,4.1,-1.9,40202.93,36297.70,0.00,0.00,46
2017-02-27,3,4.9,0.2,40363.33,32598.18,0.00,0.00,57
2017-02-28,51,8.1,5.5,40524.24,25732.65,0.00,0.90,79
2017-03-01,53,14.4,11.9,40685.52,10107.62,0.00,2.50,86
2017-03-02,3,8.4,1.0,40847.05,37271.50,0.00,0.00,42
2017-03-03,51,0.5,-6.2,41008.73,36296.15,0.00,0.10,39
2017-03-04,3,-4.1,-11.9,41170.40,33980.34,0.00,0.00,33
2017-03-05,0,-4.9,-11.3,41331.98,37719.83,0.00,0.00,31
2017-03-06,3,-0.4,-4.9,41493.33,36238.04,0.00,0.00,50
2017-03-07,55,7.7,4.1,41654.35,0.00,0.00,5.40,85
2017-03-08,51,11.4,6.6,41814.91,27424.83,0.00,0.90,61
2017-03-09,3,11.1,4.6,41974.89,38371.33,0.00,0.00,32
2017-03-10,75,2.2,-3.5,42134.59,10905.88,5.74,0.10,59
2017-03-11,3,-4.7,-11.9,42295.14,34069.90,0.00,0.00,39
2017-03-12,3,-3.9,-10.3,42456.54,37082.85,0.00,0.00,41
2017-03-13,71,-3.4,-8.2,42618.68,37836.66,0.07,0.00,47
2017-03-14,75,-1.2,-9.4,42781.45,0.00,27.37,5.90,84
2017-03-15,71,-5.4,-12.8,42944.75,33902.70,0.42,0.00,64
2017-03-16,3,-2.8,-8.8,43108.48,39940.24,0.00,0.00,64
2017-03-17,3,-0.9,-5.8,43272.53,40105.76,0.00,0.00,70
2017-03-18,53,0.2,-4.5,43436.79,11704.33,0.00,2.30,81
2017-03-19,3,2.8,-2.6,43601.17,39013.30,0.00,0.00,63
2017-03-20,3,3.5,-1.3,43765.55,40601.70,0.00,0.00,57
2017-03-21,3,7.7,4.1,43929.85,34968.34,0.00,0.00,59
2017-03-22,3,0.5,-6.5,44093.94,40930.78,0.00,0.00,47
2017-03-23,0,-1.1,-6.3,44257.73,41094.56,0.00,0.00,47
2017-03-24,3,5.5,0.7,44421.12,26740.80,0.00,0.00,61
2017-03-25,61,10.0,7.0,44583.98,20525.18,0.00,3.50,78
2017-03-26,51,4.6,0.0,44746.23,2489.38,0.00,0.30,80
2017-03-27,61,7.7,5.6,44907.76,693.14,0.00,5.20,93
2017-03-28,61,7.2,4.5,45068.45,0.00,0.00,6.90,98
2017-03-29,51,8.8,4.6,45228.19,42058.19,0.00,0.20,67
2017-03-30,3,5.0,1.0,45387.24,39085.23,0.00,0.00,59
2017-03-31,63,4.7,-0.3,45546.67,0.00,0.00,23.40,90
2017-04-01,55,5.3,-0.3,45706.48,15261.19,0.00,1.60,76
2017-04-02,3,8.6,4.5,45866.56,41944.66,0.00,0.00,60
2017-04-03,3,8.5,5.1,46026.82,40683.80,0.00,0.00,68
2017-04-04,63,10.5,8.0,46187.16,2545.95,0.00,16.50,91
2017-04-05,3,9.6,7.3,46347.48,43099.98,0.00,0.00,84
2017-04-06,65,7.9,3.1,46507.68,3560.88,0.00,24.70,92
2017-04-07,53,7.6,1.9,46667.66,20019.68,0.00,1.60,64
2017-04-08,2,7.2,1.5,46827.30,43202.66,0.00,0.00,46
2017-04-09,3,8.8,5.1,46986.51,43200.00,0.00,0.00,58
2017-04-10,3,12.7,10.1,47145.18,43239.10,0.00,0.00,67
2017-04-11,3,15.6,14.4,47303.20,43235.84,0.00,0.00,75
2017-04-12,51,16.3,15.2,47460.45,34772.90,0.00,0.80,72
2017-04-13,3,11.9,7.7,47616.83,41804.79,0.00,0.00,51
2017-04-14,3,9.9,6.9,47772.22,39211.02,0.00,0.00,60
2017-04-15,3,10.6,7.2,47926.50,34416.33,0.00,0.00,73
2017-04-16,51,19.8,18.1,48079.55,43454.47,0.00,0.30,71
2017-04-17,51,18.2,15.5,48231.26,30690.16,0.00,0.10,59
2017-04-18,3,11.2,7.6,48381.50,44138.01,0.00,0.00,60
2017-04-19,53,8.3,4.3,48530.48,39600.00,0.00,1.40,78
2017-04-20,63,12.3,11.0,48679.27,26739.52,0.00,8.80,85
2017-04-21,61,10.8,9.0,48827.84,5694.38,0.00,6.60,92
2017-04-22,53,10.8,9.3,48976.07,62.42,0.00,5.10,91
2017-04-23,3,10.4,7.7,49123.88,38577.29,0.00,0.00,70
2017-04-24,51,10.1,7.8,49271.13,5342.76,0.00,0.30,78
2017-04-25,61,11.1,7.3,49417.72,0.00,0.00,11.30,92
2017-04-26,61,13.9,12.2,49563.53,3120.77,0.00,6.40,93
2017-04-27,3,14.2,13.7,49708.44,30844.45,0.00,0.00,93
2017-04-28,3,17.9,18.3,49852.33,45717.05,0.00,0.00,84
2017-04-29,65,20.9,20.8,49995.07,36080.50,0.00,17.10,76
2017-04-30,51,14.1,10.5,50136.55,14306.02,0.00,0.20,62
2017-05-01,51,15.2,13.9,50276.62,24287.68,0.00,0.10,84
2017-05-02,51,19.5,16.7,50415.16,41101.46,0.00,0.60,61
2017-05-03,3,14.2,9.5,50552.03,45112.91,0.00,0.00,47
2017-05-04,3,10.9,7.5,50687.10,43374.12,0.00,0.00,60
2017-05-05,63,12.7,9.6,50820.21,0.00,0.00,34.50,92
2017-05-06,61,14.9,12.1,50951.25,34573.82,0.00,5.50,85
2017-05-07,51,11.0,6.8,51080.04,37483.05,0.00,0.10,68
2017-05-08,51,10.2,6.2,51206.45,46325.78,0.00,0.40,58
2017-05-09,51,10.7,7.8,51330.64,36094.24,0.00,0.30,62
2017-05-10,51,11.3,9.7,51453.59,46797.98,0.00,0.50,74
2017-05-11,3,11.3,9.1,51575.25,46739.75,0.00,0.00,70
2017-05-12,3,10.7,8.4,51695.52,33625.47,0.00,0.00,75
2017-05-13,63,9.6,6.1,51814.29,0.00,0.00,31.80,90
2017-05-14,61,12.5,8.9,51931.41,36916.83,0.00,5.20,73
2017-05-15,3,14.3,9.4,52046.80,41959.76,0.00,0.00,59
2017-05-16,3,17.4,15.7,52160.33,45676.15,0.00,0.00,61
2017-05-17,3,21.0,21.6,52271.86,48800.96,0.00,0.00,73
2017-05-18,3,25.2,26.2,52381.29,45383.26,0.00,0.00,68
2017-05-19,55,25.1,26.0,52488.47,49000.98,0.00,1.40,68
2017-05-20,51,15.0,12.3,52593.29,10363.96,0.00,0.10,62
2017-05-21,3,13.6,11.2,52695.59,49191.76,0.00,0.00,61
2017-05-22,61,14.0,12.9,52795.28,0.00,0.00,10.80,88
2017-05-23,3,16.4,15.8,52892.19,26383.44,0.00,0.00,77
2017-05-24,53,15.2,13.9,52986.20,26083.74,0.00,1.20,77
2017-05-25,63,14.1,11.8,53077.17,0.00,0.00,18.50,91
2017-05-26,61,17.3,15.9,53164.97,34903.02,0.00,6.70,80
2017-05-27,51,17.3,17.0,53249.44,34035.25,0.00,0.80,80
2017-05-28,51,15.9,15.3,53330.46,47419.90,0.00,0.50,85
2017-05-29,53,14.1,12.6,53408.11,7897.40,0.00,5.10,84
2017-05-30,53,14.0,12.2,53483.04,1732.79,0.00,1.40,86
2017-05-31,51,17.1,17.6,53555.23,33224.26,0.00,0.70,90
2017-06-01,51,19.7,19.2,53624.60,49846.98,0.00,0.10,70
2017-06-02,53,17.8,16.1,53691.09,49886.69,0.00,1.00,59
2017-06-03,53,16.0,13.8,53754.61,39125.54,0.00,1.00,65
2017-06-04,51,16.0,14.8,53815.11,24166.98,0.00,0.20,72
2017-06-05,53,17.7,18.6,53872.50,5445.22,0.00,2.80,91
2017-06-06,55,13.7,11.8,53926.72,3600.00,0.00,1.20,87
2017-06-07,51,14.4,12.7,53977.70,31877.02,0.00,0.30,73
2017-06-08,3,15.0,14.1,54025.36,32406.68,0.00,0.00,77
2017-06-09,51,18.2,17.2,54069.63,50135.62,0.00,0.20,67
2017-06-10,3,21.8,21.7,54110.46,50166.00,0.00,0.00,66
2017-06-11,2,25.1,26.1,54147.77,50194.84,0.00,0.00,66
2017-06-12,0,25.9,27.5,54181.48,50222.04,0.00,0.00,65
2017-06-13,51,26.8,28.5,54211.55,50247.52,0.00,0.60,63
2017-06-14,55,22.4,23.5,54237.91,37867.54,0.00,3.30,74
2017-06-15,3,18.8,18.0,54260.49,50293.01,0.00,0.00,71
2017-06-16,51,18.9,19.3,54279.24,9955.02,0.00,0.50,87
2017-06-17,63,19.9,21.7,54294.09,8329.16,0.00,4.80,95
2017-06-18,55,23.1,25.1,54305.02,41460.49,0.00,3.00,92
2017-06-19,63,24.7,26.6,54312.11,41196.60,0.00,13.50,86
2017-06-20,63,23.8,24.0,54315.39,50374.88,0.00,7.40,68
2017-06-21,63,23.4,24.1,54314.89,50386.84,0.00,4.90,68
2017-06-22,3,22.2,23.6,54310.65,50367.89,0.00,0.00,76
2017-06-23,55,25.5,27.7,54302.70,40042.91,0.00,2.60,81
2017-06-24,63,25.2,26.3,54291.07,39600.00,0.00,13.90,70
2017-06-25,51,22.9,24.0,54275.80,50400.00,0.00,0.10,69
2017-06-26,3,21.0,20.2,54256.93,50400.00,0.00,0.00,60
